Entity,Code,Date,Daily confirmed cases (7-day average),Days since confirmed cases first reached 30 per day
Canada,CAN,"Jun 10, 2020",606.14286,86
Canada,CAN,"Jun 11, 2020",577.14286,87
Canada,CAN,"Jun 12, 2020",543.42857,88
Canada,CAN,"Jun 13, 2020",515.42857,89
Canada,CAN,"Jun 14, 2020",479,90
Cape Verde,CPV,"Mar 23, 2020",1,
Cape Verde,CPV,"Mar 24, 2020",0.75,
Cape Verde,CPV,"Mar 25, 2020",0.6,
Cape Verde,CPV,"Mar 26, 2020",0.66667,
Cape Verde,CPV,"Mar 27, 2020",0.71429,
Cape Verde,CPV,"Mar 28, 2020",0.42857,
Cape Verde,CPV,"Mar 29, 2020",0.28571,
Cape Verde,CPV,"Mar 30, 2020",0.28571,
Cape Verde,CPV,"Mar 31, 2020",0.28571,
Cape Verde,CPV,"Apr 1, 2020",0.42857,
Cape Verde,CPV,"Apr 2, 2020",0.28571,
Cape Verde,CPV,"Apr 3, 2020",0.14286,
Cape Verde,CPV,"Apr 4, 2020",0.14286,
Cape Verde,CPV,"Apr 5, 2020",0.28571,
Cape Verde,CPV,"Apr 6, 2020",0.28571,
Cape Verde,CPV,"Apr 7, 2020",0.28571,
Cape Verde,CPV,"Apr 8, 2020",0.14286,
Cape Verde,CPV,"Apr 9, 2020",0.14286,
Cape Verde,CPV,"Apr 10, 2020",0.14286,
Cape Verde,CPV,"Apr 11, 2020",0.14286,
Cape Verde,CPV,"Apr 12, 2020",0.14286,
Cape Verde,CPV,"Apr 13, 2020",0.42857,
Cape Verde,CPV,"Apr 14, 2020",0.42857,
Cape Verde,CPV,"Apr 15, 2020",0.57143,
Cape Verde,CPV,"Apr 16, 2020",6.85714,
Cape Verde,CPV,"Apr 17, 2020",6.85714,
Cape Verde,CPV,"Apr 18, 2020",7,
Cape Verde,CPV,"Apr 19, 2020",7.14286,
Cape Verde,CPV,"Apr 20, 2020",7.28571,
Cape Verde,CPV,"Apr 21, 2020",8.14286,
Cape Verde,CPV,"Apr 22, 2020",8,
Cape Verde,CPV,"Apr 23, 2020",2.57143,
Cape Verde,CPV,"Apr 24, 2020",3.85714,
Cape Verde,CPV,"Apr 25, 2020",4.57143,
Cape Verde,CPV,"Apr 26, 2020",4.57143,
Cape Verde,CPV,"Apr 27, 2020",6.42857,
Cape Verde,CPV,"Apr 28, 2020",6,
Cape Verde,CPV,"Apr 29, 2020",6.57143,
Cape Verde,CPV,"Apr 30, 2020",5.71429,
Cape Verde,CPV,"May 1, 2020",5.57143,
Cape Verde,CPV,"May 2, 2020",5,
Cape Verde,CPV,"May 3, 2020",8.85714,
Cape Verde,CPV,"May 4, 2020",8.42857,
Cape Verde,CPV,"May 5, 2020",9.42857,
Cape Verde,CPV,"May 6, 2020",10.42857,
Cape Verde,CPV,"May 7, 2020",11.14286,
Cape Verde,CPV,"May 8, 2020",13.85714,
Cape Verde,CPV,"May 9, 2020",15.28571,
Cape Verde,CPV,"May 10, 2020",12,
Cape Verde,CPV,"May 11, 2020",11.57143,
Cape Verde,CPV,"May 12, 2020",12.14286,
Cape Verde,CPV,"May 13, 2020",12,
Cape Verde,CPV,"May 14, 2020",14,
Cape Verde,CPV,"May 15, 2020",13.85714,
Cape Verde,CPV,"May 16, 2020",13.71429,
Cape Verde,CPV,"May 17, 2020",13.14286,
Cape Verde,CPV,"May 18, 2020",11.71429,
Cape Verde,CPV,"May 19, 2020",9.71429,
Cape Verde,CPV,"May 20, 2020",9.28571,
Cape Verde,CPV,"May 21, 2020",8.57143,
Cape Verde,CPV,"May 22, 2020",5.85714,
Cape Verde,CPV,"May 23, 2020",5.14286,
Cape Verde,CPV,"May 24, 2020",6.14286,
Cape Verde,CPV,"May 25, 2020",7.42857,
Cape Verde,CPV,"May 26, 2020",8.85714,
Cape Verde,CPV,"May 27, 2020",7.85714,
Cape Verde,CPV,"May 28, 2020",5.85714,
Cape Verde,CPV,"May 29, 2020",4.85714,
Cape Verde,CPV,"May 30, 2020",6.14286,
Cape Verde,CPV,"May 31, 2020",7.14286,
Cape Verde,CPV,"Jun 1, 2020",7.85714,
Cape Verde,CPV,"Jun 2, 2020",9.71429,
Cape Verde,CPV,"Jun 3, 2020",10.85714,
Cape Verde,CPV,"Jun 4, 2020",12.42857,
Cape Verde,CPV,"Jun 5, 2020",16,
Cape Verde,CPV,"Jun 6, 2020",18.71429,
Cape Verde,CPV,"Jun 7, 2020",17.28571,
Cape Verde,CPV,"Jun 8, 2020",17,
Cape Verde,CPV,"Jun 9, 2020",15.57143,
Cape Verde,CPV,"Jun 10, 2020",17,
Cape Verde,CPV,"Jun 11, 2020",19.71429,
Cape Verde,CPV,"Jun 12, 2020",22.14286,
Cape Verde,CPV,"Jun 13, 2020",23,
Cape Verde,CPV,"Jun 14, 2020",26.28571,
Cayman Islands,CYM,"Mar 22, 2020",1,
Cayman Islands,CYM,"Mar 23, 2020",0.75,
Cayman Islands,CYM,"Mar 24, 2020",0.6,
Cayman Islands,CYM,"Mar 25, 2020",0.5,
Cayman Islands,CYM,"Mar 26, 2020",0.42857,
Cayman Islands,CYM,"Mar 27, 2020",0.71429,
Cayman Islands,CYM,"Mar 28, 2020",0.71429,
Cayman Islands,CYM,"Mar 29, 2020",0.71429,
Cayman Islands,CYM,"Mar 30, 2020",0.71429,
Cayman Islands,CYM,"Mar 31, 2020",1.28571,
Cayman Islands,CYM,"Apr 1, 2020",1.57143,
Cayman Islands,CYM,"Apr 2, 2020",2.71429,
Cayman Islands,CYM,"Apr 3, 2020",3.14286,
Cayman Islands,CYM,"Apr 4, 2020",3,
Cayman Islands,CYM,"Apr 5, 2020",3.85714,
Cayman Islands,CYM,"Apr 6, 2020",4.42857,
Cayman Islands,CYM,"Apr 7, 2020",3.85714,
Cayman Islands,CYM,"Apr 8, 2020",4.42857,
Cayman Islands,CYM,"Apr 9, 2020",3.28571,
Cayman Islands,CYM,"Apr 10, 2020",2.42857,
Cayman Islands,CYM,"Apr 11, 2020",2.28571,
Cayman Islands,CYM,"Apr 12, 2020",2.57143,
Cayman Islands,CYM,"Apr 13, 2020",2,
Cayman Islands,CYM,"Apr 14, 2020",2,
Cayman Islands,CYM,"Apr 15, 2020",1.28571,
Cayman Islands,CYM,"Apr 16, 2020",2.14286,
Cayman Islands,CYM,"Apr 17, 2020",2.28571,
Cayman Islands,CYM,"Apr 18, 2020",2.28571,
Cayman Islands,CYM,"Apr 19, 2020",1.14286,
Cayman Islands,CYM,"Apr 20, 2020",1.14286,
Cayman Islands,CYM,"Apr 21, 2020",1.85714,
Cayman Islands,CYM,"Apr 22, 2020",1.71429,
Cayman Islands,CYM,"Apr 23, 2020",0.85714,
Cayman Islands,CYM,"Apr 24, 2020",0.71429,
Cayman Islands,CYM,"Apr 25, 2020",0.71429,
Cayman Islands,CYM,"Apr 26, 2020",1.28571,
Cayman Islands,CYM,"Apr 27, 2020",1.28571,
Cayman Islands,CYM,"Apr 28, 2020",0.57143,
Cayman Islands,CYM,"Apr 29, 2020",0.57143,
Cayman Islands,CYM,"Apr 30, 2020",1,
Cayman Islands,CYM,"May 1, 2020",1,
Cayman Islands,CYM,"May 2, 2020",1.14286,
Cayman Islands,CYM,"May 3, 2020",0.57143,
Cayman Islands,CYM,"May 4, 2020",0.57143,
Cayman Islands,CYM,"May 5, 2020",0.71429,
Cayman Islands,CYM,"May 6, 2020",0.71429,
Cayman Islands,CYM,"May 7, 2020",0.71429,
Cayman Islands,CYM,"May 8, 2020",0.71429,
Cayman Islands,CYM,"May 9, 2020",1,
Cayman Islands,CYM,"May 10, 2020",1,
Cayman Islands,CYM,"May 11, 2020",1,
Cayman Islands,CYM,"May 12, 2020",1.28571,
Cayman Islands,CYM,"May 13, 2020",1.42857,
Cayman Islands,CYM,"May 14, 2020",1,
Cayman Islands,CYM,"May 15, 2020",2.14286,
Cayman Islands,CYM,"May 16, 2020",1.71429,
Cayman Islands,CYM,"May 17, 2020",1.85714,
Cayman Islands,CYM,"May 18, 2020",1.85714,
Cayman Islands,CYM,"May 19, 2020",1.42857,
Cayman Islands,CYM,"May 20, 2020",3.71429,
Cayman Islands,CYM,"May 21, 2020",3.71429,
Cayman Islands,CYM,"May 22, 2020",2.57143,
Cayman Islands,CYM,"May 23, 2020",4,
Cayman Islands,CYM,"May 24, 2020",5,
Cayman Islands,CYM,"May 25, 2020",5,
Cayman Islands,CYM,"May 26, 2020",5.71429,
Cayman Islands,CYM,"May 27, 2020",3.71429,
Cayman Islands,CYM,"May 28, 2020",4.14286,
Cayman Islands,CYM,"May 29, 2020",4.14286,
Cayman Islands,CYM,"May 30, 2020",2.85714,
Cayman Islands,CYM,"May 31, 2020",1.71429,
Cayman Islands,CYM,"Jun 1, 2020",1.71429,
Cayman Islands,CYM,"Jun 2, 2020",2.28571,
Cayman Islands,CYM,"Jun 3, 2020",2,
Cayman Islands,CYM,"Jun 4, 2020",2.28571,
Cayman Islands,CYM,"Jun 5, 2020",2.85714,
Cayman Islands,CYM,"Jun 6, 2020",3.28571,
Cayman Islands,CYM,"Jun 7, 2020",3.28571,
Cayman Islands,CYM,"Jun 8, 2020",3.28571,
Cayman Islands,CYM,"Jun 9, 2020",3,
Cayman Islands,CYM,"Jun 10, 2020",3.57143,
Cayman Islands,CYM,"Jun 11, 2020",3.42857,
Cayman Islands,CYM,"Jun 12, 2020",2.85714,
Cayman Islands,CYM,"Jun 13, 2020",3.28571,
Cayman Islands,CYM,"Jun 14, 2020",3.28571,
Central African Republic,CAF,"Mar 16, 2020",,-65
Central African Republic,CAF,"Mar 17, 2020",,-64
Central African Republic,CAF,"Mar 18, 2020",0.33333,-63
Central African Republic,CAF,"Mar 19, 2020",0.25,-62
Central African Republic,CAF,"Mar 20, 2020",0.2,-61
Central African Republic,CAF,"Mar 21, 2020",0.16667,-60
Central African Republic,CAF,"Mar 22, 2020",0.42857,-59
Central African Republic,CAF,"Mar 23, 2020",0.42857,-58
Central African Republic,CAF,"Mar 24, 2020",0.42857,-57
Central African Republic,CAF,"Mar 25, 2020",0.42857,-56
Central African Republic,CAF,"Mar 26, 2020",0.42857,-55
Central African Republic,CAF,"Mar 27, 2020",0.57143,-54
Central African Republic,CAF,"Mar 28, 2020",0.57143,-53
Central African Republic,CAF,"Mar 29, 2020",0.42857,-52
Central African Republic,CAF,"Mar 30, 2020",0.28571,-51
Central African Republic,CAF,"Mar 31, 2020",0.28571,-50
Central African Republic,CAF,"Apr 1, 2020",0.28571,-49
Central African Republic,CAF,"Apr 2, 2020",0.57143,-48
Central African Republic,CAF,"Apr 3, 2020",0.42857,-47
Central African Republic,CAF,"Apr 4, 2020",0.42857,-46
Central African Republic,CAF,"Apr 5, 2020",0.42857,-45
Central African Republic,CAF,"Apr 6, 2020",0.42857,-44
Central African Republic,CAF,"Apr 7, 2020",0.42857,-43
Central African Republic,CAF,"Apr 8, 2020",0.42857,-42
Central African Republic,CAF,"Apr 9, 2020",0.28571,-41
Central African Republic,CAF,"Apr 10, 2020",0.42857,-40
Central African Republic,CAF,"Apr 11, 2020",0.42857,-39
Central African Republic,CAF,"Apr 12, 2020",0.28571,-38
Central African Republic,CAF,"Apr 13, 2020",0.28571,-37
Central African Republic,CAF,"Apr 14, 2020",0.28571,-36
Central African Republic,CAF,"Apr 15, 2020",0.28571,-35
Central African Republic,CAF,"Apr 16, 2020",0.14286,-34
Central African Republic,CAF,"Apr 17, 2020",0.14286,-33
Central African Republic,CAF,"Apr 18, 2020",0.14286,-32
Central African Republic,CAF,"Apr 19, 2020",0.14286,-31
Central African Republic,CAF,"Apr 20, 2020",0.14286,-30
Central African Republic,CAF,"Apr 21, 2020",0.14286,-29
Central African Republic,CAF,"Apr 22, 2020",0.42857,-28
Central African Republic,CAF,"Apr 23, 2020",0.71429,-27
Central African Republic,CAF,"Apr 24, 2020",0.71429,-26
Central African Republic,CAF,"Apr 25, 2020",1,-25
Central African Republic,CAF,"Apr 26, 2020",1,-24
Central African Republic,CAF,"Apr 27, 2020",1,-23
Central African Republic,CAF,"Apr 28, 2020",5.42857,-22
Central African Republic,CAF,"Apr 29, 2020",5.14286,-21
Central African Republic,CAF,"Apr 30, 2020",4.85714,-20
Central African Republic,CAF,"May 1, 2020",4.71429,-19
Central African Republic,CAF,"May 2, 2020",7.57143,-18
Central African Republic,CAF,"May 3, 2020",7.57143,-17
Central African Republic,CAF,"May 4, 2020",7.57143,-16
Central African Republic,CAF,"May 5, 2020",6.28571,-15
Central African Republic,CAF,"May 6, 2020",6.28571,-14
Central African Republic,CAF,"May 7, 2020",6.28571,-13
Central African Republic,CAF,"May 8, 2020",6.28571,-12
Central African Republic,CAF,"May 9, 2020",10.14286,-11
Central African Republic,CAF,"May 10, 2020",10.14286,-10
Central African Republic,CAF,"May 11, 2020",15.28571,-9
Central African Republic,CAF,"May 12, 2020",12.14286,-8
Central African Republic,CAF,"May 13, 2020",12.14286,-7
Central African Republic,CAF,"May 14, 2020",14.71429,-6
Central African Republic,CAF,"May 15, 2020",18.14286,-5
Central African Republic,CAF,"May 16, 2020",22.57143,-4
Central African Republic,CAF,"May 17, 2020",26.28571,-3
Central African Republic,CAF,"May 18, 2020",21.14286,-2
Central African Republic,CAF,"May 19, 2020",22.42857,-1
Central African Republic,CAF,"May 20, 2020",33.14286,0
Central African Republic,CAF,"May 21, 2020",30.57143,1
Central African Republic,CAF,"May 22, 2020",30.71429,2
Central African Republic,CAF,"May 23, 2020",25.42857,3
Central African Republic,CAF,"May 24, 2020",32.14286,4
Central African Republic,CAF,"May 25, 2020",39.57143,5
Central African Republic,CAF,"May 26, 2020",45.14286,6
Central African Republic,CAF,"May 27, 2020",37.14286,7
Central African Republic,CAF,"May 28, 2020",41.57143,8
Central African Republic,CAF,"May 29, 2020",45.57143,9
Central African Republic,CAF,"May 30, 2020",56.42857,10
Central African Republic,CAF,"May 31, 2020",58.57143,11
Central African Republic,CAF,"Jun 1, 2020",58.14286,12
Central African Republic,CAF,"Jun 2, 2020",59.57143,13
Central African Republic,CAF,"Jun 3, 2020",71.71429,14
Central African Republic,CAF,"Jun 4, 2020",69.57143,15
Central African Republic,CAF,"Jun 5, 2020",76.14286,16
Central African Republic,CAF,"Jun 6, 2020",82.42857,17
Central African Republic,CAF,"Jun 7, 2020",86.85714,18
Central African Republic,CAF,"Jun 8, 2020",89,19
Central African Republic,CAF,"Jun 9, 2020",111.57143,20
Central African Republic,CAF,"Jun 10, 2020",102.14286,21
Central African Republic,CAF,"Jun 11, 2020",109,22
Central African Republic,CAF,"Jun 12, 2020",108,23
Central African Republic,CAF,"Jun 13, 2020",86.57143,24
Central African Republic,CAF,"Jun 14, 2020",69.57143,25
Chad,TCD,"Mar 22, 2020",0.66667,
Chad,TCD,"Mar 23, 2020",0.5,
Chad,TCD,"Mar 24, 2020",0.4,
Chad,TCD,"Mar 25, 2020",0.5,
Chad,TCD,"Mar 26, 2020",0.42857,
Chad,TCD,"Mar 27, 2020",0.57143,
Chad,TCD,"Mar 28, 2020",0.57143,
Chad,TCD,"Mar 29, 2020",0.42857,
Chad,TCD,"Mar 30, 2020",0.42857,
Chad,TCD,"Mar 31, 2020",0.71429,
Chad,TCD,"Apr 1, 2020",0.57143,
Chad,TCD,"Apr 2, 2020",0.57143,
Chad,TCD,"Apr 3, 2020",0.28571,
Chad,TCD,"Apr 4, 2020",0.28571,
Chad,TCD,"Apr 5, 2020",0.42857,
Chad,TCD,"Apr 6, 2020",0.57143,
Chad,TCD,"Apr 7, 2020",0.28571,
Chad,TCD,"Apr 8, 2020",0.28571,
Chad,TCD,"Apr 9, 2020",0.42857,
Chad,TCD,"Apr 10, 2020",0.57143,
Chad,TCD,"Apr 11, 2020",0.57143,
Chad,TCD,"Apr 12, 2020",0.42857,
Chad,TCD,"Apr 13, 2020",0.85714,
Chad,TCD,"Apr 14, 2020",2,
Chad,TCD,"Apr 15, 2020",2,
Chad,TCD,"Apr 16, 2020",2.42857,
Chad,TCD,"Apr 17, 2020",2.28571,
Chad,TCD,"Apr 18, 2020",3.14286,
Chad,TCD,"Apr 19, 2020",3.14286,
Chad,TCD,"Apr 20, 2020",2.57143,
Chad,TCD,"Apr 21, 2020",1.42857,
Chad,TCD,"Apr 22, 2020",1.57143,
Chad,TCD,"Apr 23, 2020",1,
Chad,TCD,"Apr 24, 2020",1.85714,
Chad,TCD,"Apr 25, 2020",1,
Chad,TCD,"Apr 26, 2020",1,
Chad,TCD,"Apr 27, 2020",1.85714,
Chad,TCD,"Apr 28, 2020",1.85714,
Chad,TCD,"Apr 29, 2020",2.57143,
Chad,TCD,"Apr 30, 2020",2.57143,
Chad,TCD,"May 1, 2020",4.71429,
Chad,TCD,"May 2, 2020",4.71429,
Chad,TCD,"May 3, 2020",11,
Chad,TCD,"May 4, 2020",10.14286,
Chad,TCD,"May 5, 2020",10.14286,
Chad,TCD,"May 6, 2020",16.85714,
Chad,TCD,"May 7, 2020",16.85714,
Chad,TCD,"May 8, 2020",25.71429,
Chad,TCD,"May 9, 2020",26.71429,
Chad,TCD,"May 10, 2020",29.28571,
Chad,TCD,"May 11, 2020",29.28571,
Chad,TCD,"May 12, 2020",29.28571,
Chad,TCD,"May 13, 2020",26.71429,
Chad,TCD,"May 14, 2020",28.85714,
Chad,TCD,"May 15, 2020",20.85714,
Chad,TCD,"May 16, 2020",24,
Chad,TCD,"May 17, 2020",21.71429,
Chad,TCD,"May 18, 2020",25.85714,
Chad,TCD,"May 19, 2020",28.14286,
Chad,TCD,"May 20, 2020",26.85714,
Chad,TCD,"May 21, 2020",27.57143,
Chad,TCD,"May 22, 2020",27,
Chad,TCD,"May 23, 2020",26.14286,
Chad,TCD,"May 24, 2020",24.85714,
Chad,TCD,"May 25, 2020",24.57143,
Chad,TCD,"May 26, 2020",24,
Chad,TCD,"May 27, 2020",22.14286,
Chad,TCD,"May 28, 2020",21.42857,
Chad,TCD,"May 29, 2020",19.71429,
Chad,TCD,"May 30, 2020",21.14286,
Chad,TCD,"May 31, 2020",15.85714,
Chad,TCD,"Jun 1, 2020",14.71429,
Chad,TCD,"Jun 2, 2020",14.71429,
Chad,TCD,"Jun 3, 2020",14.71429,
Chad,TCD,"Jun 4, 2020",15,
Chad,TCD,"Jun 5, 2020",14.57143,
Chad,TCD,"Jun 6, 2020",11,
Chad,TCD,"Jun 7, 2020",11,
Chad,TCD,"Jun 8, 2020",8.42857,
Chad,TCD,"Jun 9, 2020",7,
Chad,TCD,"Jun 10, 2020",5.85714,
Chad,TCD,"Jun 11, 2020",3.71429,
Chad,TCD,"Jun 12, 2020",2.85714,
Chad,TCD,"Jun 13, 2020",1.71429,
Chad,TCD,"Jun 14, 2020",1.71429,
Chile,CHL,"Mar 4, 2020",,-15
Chile,CHL,"Mar 5, 2020",,-14
Chile,CHL,"Mar 6, 2020",1.33333,-13
Chile,CHL,"Mar 7, 2020",1.25,-12
Chile,CHL,"Mar 8, 2020",1.25,-11
Chile,CHL,"Mar 9, 2020",2,-10
Chile,CHL,"Mar 10, 2020",2.16667,-9
Chile,CHL,"Mar 11, 2020",2.66667,-8
Chile,CHL,"Mar 12, 2020",3.33333,-7
Chile,CHL,"Mar 13, 2020",4.83333,-6
Chile,CHL,"Mar 14, 2020",6.33333,-5
Chile,CHL,"Mar 15, 2020",8,-4
Chile,CHL,"Mar 16, 2020",9.28571,-3
Chile,CHL,"Mar 17, 2020",20.42857,-2
Chile,CHL,"Mar 18, 2020",26.28571,-1
Chile,CHL,"Mar 19, 2020",30.71429,0
Chile,CHL,"Mar 20, 2020",44.14286,1
Chile,CHL,"Mar 21, 2020",55.85714,2
Chile,CHL,"Mar 22, 2020",68,3
Chile,CHL,"Mar 23, 2020",79.57143,4
Chile,CHL,"Mar 24, 2020",84.28571,5
Chile,CHL,"Mar 25, 2020",103,6
Chile,CHL,"Mar 26, 2020",129.14286,7
Chile,CHL,"Mar 27, 2020",137.71429,8
Chile,CHL,"Mar 28, 2020",168,9
Chile,CHL,"Mar 29, 2020",196,10
Chile,CHL,"Mar 30, 2020",215.28571,11
Chile,CHL,"Mar 31, 2020",243.28571,12
Chile,CHL,"Apr 1, 2020",259.42857,13
Chile,CHL,"Apr 2, 2020",269.85714,14
Chile,CHL,"Apr 3, 2020",299.71429,15
Chile,CHL,"Apr 4, 2020",303.85714,16
Chile,CHL,"Apr 5, 2020",321.71429,17
Chile,CHL,"Apr 6, 2020",333.14286,18
Chile,CHL,"Apr 7, 2020",338,19
Chile,CHL,"Apr 8, 2020",339.71429,20
Chile,CHL,"Apr 9, 2020",359.28571,21
Chile,CHL,"Apr 10, 2020",366.85714,22
Chile,CHL,"Apr 11, 2020",394.85714,23
Chile,CHL,"Apr 12, 2020",395.14286,24
Chile,CHL,"Apr 13, 2020",391.71429,25
Chile,CHL,"Apr 14, 2020",387.14286,26
Chile,CHL,"Apr 15, 2020",400.14286,27
Chile,CHL,"Apr 16, 2020",389.57143,28
Chile,CHL,"Apr 17, 2020",405,29
Chile,CHL,"Apr 18, 2020",393,30
Chile,CHL,"Apr 19, 2020",400.42857,31
Chile,CHL,"Apr 20, 2020",410.71429,32
Chile,CHL,"Apr 21, 2020",426,33
Chile,CHL,"Apr 22, 2020",416.42857,34
Chile,CHL,"Apr 23, 2020",431.85714,35
Chile,CHL,"Apr 24, 2020",429.28571,36
Chile,CHL,"Apr 25, 2020",436.28571,37
Chile,CHL,"Apr 26, 2020",446.85714,38
Chile,CHL,"Apr 27, 2020",463.28571,39
Chile,CHL,"Apr 28, 2020",472.28571,40
Chile,CHL,"Apr 29, 2020",504.71429,41
Chile,CHL,"Apr 30, 2020",512.71429,42
Chile,CHL,"May 1, 2020",601.57143,43
Chile,CHL,"May 2, 2020",671.71429,44
Chile,CHL,"May 3, 2020",796.71429,45
Chile,CHL,"May 4, 2020",904.57143,46
Chile,CHL,"May 5, 2020",975.71429,47
Chile,CHL,"May 6, 2020",1093,48
Chile,CHL,"May 7, 2020",1166.14286,49
Chile,CHL,"May 8, 2020",1222.57143,50
Chile,CHL,"May 9, 2020",1280.57143,51
Chile,CHL,"May 10, 2020",1254.85714,52
Chile,CHL,"May 11, 2020",1314.71429,53
Chile,CHL,"May 12, 2020",1345.71429,54
Chile,CHL,"May 13, 2020",1386.42857,55
Chile,CHL,"May 14, 2020",1619,56
Chile,CHL,"May 15, 2020",1779.85714,57
Chile,CHL,"May 16, 2020",1938.57143,58
Chile,CHL,"May 17, 2020",2029.85714,59
Chile,CHL,"May 18, 2020",2130.71429,60
Chile,CHL,"May 19, 2020",2285.14286,61
Chile,CHL,"May 20, 2020",2551.14286,62
Chile,CHL,"May 21, 2020",2748,63
Chile,CHL,"May 22, 2020",2934.42857,64
Chile,CHL,"May 23, 2020",3187.85714,65
Chile,CHL,"May 24, 2020",3423.57143,66
Chile,CHL,"May 25, 2020",3617.28571,67
Chile,CHL,"May 26, 2020",3991.14286,68
Chile,CHL,"May 27, 2020",4054.57143,69
Chile,CHL,"May 28, 2020",4096,70
Chile,CHL,"May 29, 2020",4194.57143,71
Chile,CHL,"May 30, 2020",4111.57143,72
Chile,CHL,"May 31, 2020",4209.28571,73
Chile,CHL,"Jun 1, 2020",4369.42857,74
Chile,CHL,"Jun 2, 2020",4451.71429,75
Chile,CHL,"Jun 3, 2020",4389.28571,76
Chile,CHL,"Jun 4, 2020",4477,77
Chile,CHL,"Jun 5, 2020",4478.42857,78
Chile,CHL,"Jun 6, 2020",4551.57143,79
Chile,CHL,"Jun 7, 2020",4698.14286,80
Chile,CHL,"Jun 8, 2020",4923.14286,81
Chile,CHL,"Jun 9, 2020",4812.42857,82
Chile,CHL,"Jun 10, 2020",4867.57143,83
Chile,CHL,"Jun 11, 2020",4981.14286,84
Chile,CHL,"Jun 12, 2020",5114.28571,85
Chile,CHL,"Jun 13, 2020",5478.14286,86
Chile,CHL,"Jun 14, 2020",5658.57143,87
China,CHN,"Jan 2, 2020",9,-19
China,CHN,"Jan 3, 2020",11,-18
China,CHN,"Jan 4, 2020",8.8,-17
China,CHN,"Jan 5, 2020",9.83333,-16
China,CHN,"Jan 6, 2020",8.42857,-15
China,CHN,"Jan 7, 2020",4.57143,-14
China,CHN,"Jan 8, 2020",4.57143,-13
China,CHN,"Jan 9, 2020",4.57143,-12
China,CHN,"Jan 10, 2020",2.14286,-11
China,CHN,"Jan 11, 2020",2.14286,-10
China,CHN,"Jan 12, 2020",0,-9
China,CHN,"Jan 13, 2020",0,-8
China,CHN,"Jan 14, 2020",0,-7
China,CHN,"Jan 15, 2020",0,-6
China,CHN,"Jan 16, 2020",0,-5
China,CHN,"Jan 17, 2020",0.57143,-4
China,CHN,"Jan 18, 2020",3,-3
China,CHN,"Jan 19, 2020",22.42857,-2
China,CHN,"Jan 20, 2020",25.14286,-1
China,CHN,"Jan 21, 2020",46.71429,0
China,CHN,"Jan 22, 2020",66.71429,1
China,CHN,"Jan 23, 2020",80.57143,2
China,CHN,"Jan 24, 2020",117,3
China,CHN,"Jan 25, 2020",177.57143,4
China,CHN,"Jan 26, 2020",253.14286,5
China,CHN,"Jan 27, 2020",362.85714,6
China,CHN,"Jan 28, 2020",591.71429,7
China,CHN,"Jan 29, 2020",781.14286,8
China,CHN,"Jan 30, 2020",1015.85714,9
China,CHN,"Jan 31, 2020",1261.71429,10
China,CHN,"Feb 1, 2020",1498,11
China,CHN,"Feb 2, 2020",1773,12
China,CHN,"Feb 3, 2020",2062.28571,13
China,CHN,"Feb 4, 2020",2274.28571,14
China,CHN,"Feb 5, 2020",2618,15
China,CHN,"Feb 6, 2020",2901.85714,16
China,CHN,"Feb 7, 2020",3070.42857,17
China,CHN,"Feb 8, 2020",3259.42857,18
China,CHN,"Feb 9, 2020",3261.85714,19
China,CHN,"Feb 10, 2020",3285,20
China,CHN,"Feb 11, 2020",3178.28571,21
China,CHN,"Feb 12, 2020",2914.85714,22
China,CHN,"Feb 13, 2020",4545.42857,23
China,CHN,"Feb 14, 2020",4687.71429,24
China,CHN,"Feb 15, 2020",4562,25
China,CHN,"Feb 16, 2020",4476.28571,26
China,CHN,"Feb 17, 2020",4344.57143,27
China,CHN,"Feb 18, 2020",4258.85714,28
China,CHN,"Feb 19, 2020",4219.14286,29
China,CHN,"Feb 20, 2020",2112.42857,30
China,CHN,"Feb 21, 2020",1646,31
China,CHN,"Feb 22, 2020",1401.42857,32
China,CHN,"Feb 23, 2020",1207.14286,33
China,CHN,"Feb 24, 2020",945.14286,34
China,CHN,"Feb 25, 2020",748.71429,35
China,CHN,"Feb 26, 2020",557.28571,36
China,CHN,"Feb 27, 2020",563.71429,37
China,CHN,"Feb 28, 2020",483.42857,38
China,CHN,"Feb 29, 2020",426.57143,39
China,CHN,"Mar 1, 2020",416.14286,40
China,CHN,"Mar 2, 2020",414.28571,41
China,CHN,"Mar 3, 2020",358.85714,42
China,CHN,"Mar 4, 2020",317.28571,43
China,CHN,"Mar 5, 2020",271.28571,44
China,CHN,"Mar 6, 2020",248.57143,45
China,CHN,"Mar 7, 2020",201.85714,46
China,CHN,"Mar 8, 2020",126.42857,47
China,CHN,"Mar 9, 2020",103.57143,48
China,CHN,"Mar 10, 2020",88.28571,49
China,CHN,"Mar 11, 2020",75.42857,50
China,CHN,"Mar 12, 2020",62.14286,51
China,CHN,"Mar 13, 2020",41,52
China,CHN,"Mar 14, 2020",29.28571,53
China,CHN,"Mar 15, 2020",25.85714,54
China,CHN,"Mar 16, 2020",23,55
China,CHN,"Mar 17, 2020",26.28571,56
China,CHN,"Mar 18, 2020",25.42857,57
China,CHN,"Mar 19, 2020",28.28571,58
China,CHN,"Mar 20, 2020",39.28571,59
China,CHN,"Mar 21, 2020",44,60
China,CHN,"Mar 22, 2020",50.14286,61
China,CHN,"Mar 23, 2020",66.28571,62
